Class,RuleId,RuleName,Severity,Line,Message
"jhotdraw-api:src/main/java/org/jhotdraw/api/gui/Arrangeable.java",S1116,"Empty statements should be removed",MINOR,23
"jhotdraw-api:src/main/java/org/jhotdraw/api/gui/EditableComponent.java",S1134,"Track uses of "FIXME" tags",MAJOR,16
