Class,RuleId,RuleName,Severity,Line
"hbase-client:src/test/java/org/apache/hadoop/hbase/ipc/TestTLSHandshadeFailure.java",S1450,MINOR,80
"hbase-client:src/test/java/org/apache/hadoop/hbase/ipc/TestTLSHandshadeFailure.java",S2293,MINOR,135
"hbase-client:src/test/java/org/apache/hadoop/hbase/quotas/TestRpcThrottlingException.java",S2166,MAJOR,32
"hbase-client:src/main/java/org/apache/hadoop/hbase/client/RawAsyncHBaseAdmin.java",S1611,MINOR,3848
"hbase-client:src/test/java/org/apache/hadoop/hbase/replication/ReplicationPeerConfigTestUtil.java",S1155,MINOR,74
"hbase-client:src/test/java/org/apache/hadoop/hbase/replication/ReplicationPeerConfigTestUtil.java",S1155,MINOR,75
"hbase-client:src/test/java/org/apache/hadoop/hbase/client/TestOnlineLogRecord.java",S106,MAJOR,53
"hbase-client:src/test/java/org/apache/hadoop/hbase/replication/TestReplicationPeerConfig.java",S1192,CRITICAL,260
"hbase-client:src/test/java/org/apache/hadoop/hbase/util/TestRotateFile.java",S3008,MINOR,53
"hbase-client:src/test/java/org/apache/hadoop/hbase/util/TestRotateFile.java",S3008,MINOR,55
"hbase-client:src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotTTLExpiredException.java",S2166,MAJOR,29
"hbase-client:src/test/java/org/apache/hadoop/hbase/shaded/protobuf/TestProtobufUtil.java",S3011,MAJOR,590
"hbase-client:src/main/java/org/apache/hadoop/hbase/client/AsyncNonMetaRegionLocator.java",S1066,MAJOR,539
"hbase-client:src/main/java/org/apache/hadoop/hbase/client/AsyncRegionLocationCache.java",S3776,CRITICAL,148
"hbase-client:src/test/java/org/apache/hadoop/hbase/client/TestMetricsConnection.java",S1192,CRITICAL,162
"hbase-client:src/test/java/org/apache/hadoop/hbase/client/TestMetricsConnection.java",S1192,CRITICAL,194
"hbase-client:src/test/java/org/apache/hadoop/hbase/client/TestMetricsConnection.java",S1192,CRITICAL,194
"hbase-client:src/main/java/org/apache/hadoop/hbase/zookeeper/ZNodePaths.java",S1133,INFO,109
"hbase-client:src/main/java/org/apache/hadoop/hbase/client/MetricsConnection.java",S3776,CRITICAL,377
"hbase-client:src/main/java/org/apache/hadoop/hbase/client/MetricsConnection.java",S1319,MINOR,470
"hbase-client:src/test/java/org/apache/hadoop/hbase/client/TestMetricsConnection.java",S1192,CRITICAL,90
"hbase-client:src/test/java/org/apache/hadoop/hbase/client/TestMetricsConnection.java",S2293,MINOR,112
"hbase-client:src/main/java/org/apache/hadoop/hbase/client/RawAsyncHBaseAdmin.java",S1611,MINOR,584
